document_id,clean_text,sentiment
425,nisei femal born novemb san francisco california young woman entir famili visit japan ten month acquir skill japanes type kumahira typist yoseisho hiroshima return u famili eldest brother remain japan work japanes chamber commerc san francisco u enter world war ii incarcer famili tanforan assembl center san bruno california topaz concentr camp utah spend year topaz abl secur employ japanes typist militari intellig servic languag school misl camp savag fort snell minnesota soon thereaft temporarili assign secretari mr john f aiso remain capac major aiso receiv order go oversea marri misl instructor went japan postwar husband servic u occup forc,positive
426,kibei male born januari hood river oregon live seattl washington taken japan mother age three complet elementari high school japan return seattl seventeen year age continu educ unit state draft instructor militari intellig servic mi also serv u occup forc postwar japan war crime trial investig resettl seattl,positive
427,alison fujimoto dr kyle kinoshita interview akemi matsumoto akemi matsumoto first join seattl jacl fresh sansei student activist thii activ continu chapter presid matsumoto firm believ achiev chang polit clout via effect coalit build matsumoto continu activ seattl jacl connect chapter apac asian pacif island civic engag,positive
428,nisei male born juli san francisco california young age famili move ocean park california father ran concess stand amus park bomb pearl harbor remov famili manzanar concentr camp california camp numer job includ part kitchen staff refus answer socal loyalti question transfer tule lake concentr camp california releas camp resettl chicago illinoi return california,positive
429,nisei femal born portland oregon grew portland parent ran hotel busi world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return portland,negative
430,nisei male born may laguna california live japan childhood teenag year return unit state high school incarcer santa anita assembl center california jerom concentr camp arkansa volunt u armi induct militari intellig servic select danger mission burma becom one fame merril maraud provid crucial intellig inform u govern tap japanes armi commun wire burma instrument mission hold nhpum ga hill burma shout militari order japanes confus attack japanes soldier award legion merit u militari station china japan war met futur wife work undercov japan induct ranger hall fame,positive
431,nisei male born juli san diego california grew san diego attend univers california berkeley decemb remov tanforan assembl center california select leav camp attend washington univers st loui missouri draft militari complet offic candid school serv oversea berlin germani eventu settl st paul minnesota,positive
432,nisei male born april island molokai hawaii volunt militari servic bomb pearl harbor serv nd regiment combat unit sergeant assist squad leader later three other unit rank reduc privat courtmarti alleg involv fight armi militari polic offic mp,negative
433,nisei male born octob kukuiula kauaii hawaii world war ii serv origin member th infantri battalion later st battalion nd regiment combat team also militari intellig servic elect hawaii territori legislatur later elect congress serv six term elect senat spark matsunaga also help passag redress bill law august,positive
434,nisei male born decemb walnut grove california grew walnut grove father own oper shoe sale repair busi world war ii remov famili merc assembl center california granada concentr camp colorado return california high school student,positive
435,nisei male born juli lo angel califonia grew lo angel littl tokyo neighborhood prior world war ii bomb pearl harbor remov famili manzanar concentr camp california leav camp return lo angel attend school becam involv gang activ la serv militari activ commun social servic organ littl tokyo one integr player redress movement,positive
436,nisei femal born april moneta california grew work famili strawberri farm attend japanes languag school learn japanes danc sing popular excel high school prevent parent teacher associ give commenc address ethnic attend dress design school open dressmak shop age twentyon met husband japanes matchmak got marri soon onset wwii anticip incarcer incarcer gila river concentr camp husband contract tuberculosi care ail husband isol confin camp hospit taught camp inmat dressmak well japanes danc sing convert christian result weekli visit christian missionari camp war end camp nearli empti went prolong difficult labor requir staff reopen hospit husband stay gila river everyon el left resettl fresno california,positive
437,kibei male born august sprecklesvil maui hawaii taken japan rais grandpar return unit state join father barneston sawmil washington marri farm bellevu washington found bellevu seinenkai manag bellevu veget grower associ prior world war ii pick fbi decemb detain immigr natur servic in seattl intern depart justic camp fort missoula montana transfer pinedal assembl center california tule lake concentr camp california releas harvest sugar beet chinook montana famili work crew establish farm chinook,negative
438,nisei male born septemb walnut grove california grew walnut grove father own oper shoe sale repair busi follow bomb pearl harbor remov merc assembl center california granada concentr camp colorado war return walnut grove draft serv korean war start career aviat mechan,positive
439,nisei male born januari portland oregon grew portland parent ran gener merchandis store world war ii remov portland assembl center oregon minidoka concentr camp idaho left camp east coast parent want repatri japan secur place us gripsholm remain unit state went crystal citi intern camp texa war return portland,negative
440,nisei male born may fowler california grew fowler eventu run famili farm prior world war ii bomb pearl harbor marri remov gila river concentr camp arizona left camp minneapoli minnesota join nation youth administr nya train upon arriv inform japanes american enrol program termin draft militari servic serv militari intellig servic philippin japan return settl perman minneapoli,neutral
441,nisei femal grew lo angel california world war ii war remov santa anita assembl center california granada amach concentr camp colorado transfer crystal citi intern camp texa famili could reunit father sever brother serv u militari world war ii,negative
442,nisei male born februari bellevu washington world war ii incarcer pinedal assembl center california tule lake concentr camp california prior war famili part japanes american eastsid commun clear farm larg portion bellevuekirklandredmond area,positive
443,white male command historian defens languag institut,neutral
444,nisei femal born april malden washington grew seattl washington remov famili puyallup assembl center washington minidoka concentr camp idaho minidoka reloc famili utica new york work japan u armi occup tokyo gener armi hospit korean war marri u air forc offic eventu move boulder colorado quaker pacifist m medrud continu work numer civic organ,positive
445,nisei femal born septemb spokan washington father work redcap great northern railroad parent also ran hotel grew attend school spokan graduat busi colleg world war ii bookkeep secretari work variou compani postwar marri son current resid spokan valley washington,positive
446,nisei male born februari san francisco california grew san francisco japantown father edit bilingu newspap bomb pearl harbor remov pomona assembl center california heart mountain concentr camp wyom leav camp live time salt lake citi utah return home san francisco graduat uc berkeley work boe retir travel u intern speak world war ii experi,positive
447,nisei male born may kahului maui hawaii grew kahului parent ran hotel attend univers hawaii member reserv offic train corp rotc japan bomb pearl harbor decemb member rotc induct newli form hawaii territori guard htg dispatch stand guard variou site around island bomb januari suddenli dismiss htg along nisei member enlist nd regiment combat team train camp shelbi mississippi assign b batteri nd field artilleri battalion serv europ world war ii also among member nd encount prison german death camp dachau complex return hawaii war reenrol univers hawaii went law school georg washington univers washington dc pas bar exam join brother law firm fong miho choy becam involv polit elect hawaii hous repres repres th district reelect four time eventu becom hous minor leader appoint governor georg ariyoshi famili court judg subsequ becam legal counsel servcopacif,positive
448,sansei femal born may lo angel california grew boyl height area lo angel world war ii remov poston concentr camp arizona left camp denver colorado eventu return lo angel california took father travel agenc lo angel,neutral
449,born decemb pittsburgh pennsylvania born father japan mother austriahungari region grew pennsylvania world war ii famili monitor fbi attend pembrok colleg work feder govern depart educ administr educ field volunt serva organ promot intern peac understand travel,neutral
450,sansei male born lo angel california octob grew gardena california receiv ba polit scienc univers southern california graduat magna cum laud phi beta kappa receiv jd boalt hall school law univers california mr minami cofound asian law caucu inc cofound asian pacif american bar associ greater bay area asian pacif bar california coalit asian pacif american involv signific litig affect civil right asian pacif american minor includ korematsu v unit state lawsuit overturn year old convict refus obey exclus order aim japanes american wwii origin upheld u suprem court landmark decis unit pilipino affirm action v california blue shield first class action employ lawsuit brought asian pacif american behalf asian pacif american spokan jacl v washington state univers class action behalf asian pacif american establish asian american studi program washington state univers nakanishi v ucla claim unfair denial tenur result grant tenur widespread public discrimin academia mr minami repres kristi yamaguchi olymp gold medal skater playwright philip kan gotanda actor lane nishikawa other field medium entertain counsel nation asian american telecommun associ asian american journalist associ mr minami taught univers california berkeley mill colleg oakland ca commission state california fair employ hous commiss commission state bar california commiss judici nomine evalu chair attorney gener asianpacif advisori committe member senat barbara boxer judici screen committe chair civil liberti public educ fund commiss appoint presid clinton mr minami receiv numer award includ state bar presid pro bono servic award honorari juri doctor degre mcgeorg school law design dormitori univers california santa cruz queen liliuokalaniminami dormitori award coro foundat japanes cultur commun center northern california harri dow memori fellowship boston fred korematsu civil right fund award organ chine american japanes american youth center centro legal de la raza mr minami partner minami lew tamaki san francisco special person injuri entertain law,positive
451,nisei male born juli park citi utah famili move sever time prior world war ii live termin island california japan bomb pearl harbor decemb remov manzanar concentr camp california war war live work chicago illinoi seabrook new jersey volunt armi eventu return california,positive
452,nisei male born watsonvil california march grew watsonvil remov salina assembl center california poston concentr camp arizona world war ii war return watsonvil establish success farm oper,positive
453,nisei femal born april waipahu hawaii world war ii move famili ewa beach area oahu near pearl harbor wit japanes attack pearl harbor decemb proxim harbor famili forc evacu home ewa beach live temporarili japanes languag school move anoth home year later work obtain redress japanes hawaiian lost home war,positive
454,nisei male born novemb san jose california world war ii remov heart mountain concentr camp wyom graduat univers california berkeley serv militari intellig offic japan korea serv san jose citi council mayor san jose serv u congressman congress integr passag hr civil liberti act serv secretari transport,neutral
455,sansei femal born februari stockton california infant incarcer famili rohwer arkansa concentr camp world war ii leav camp grew chicago illinoi petaluma california endur unstabl home life year abus becam involv numer social movement began write first book awak river publish marri reverend cecil william mirikitani presid glide foundat nonprofit organ dedic provid servic san francisco margin commun,positive
456,nisei femal born januari mesa arizona grew arizona famili ran produc farm attend colleg marri husband buddhist minist move bakersfield california world war ii remov poston concentr camp arizona poston husband pick fbi transfer crystal citi incarcer camp texa m mitani move join husband transfer gila river concentr camp arizona war eventu return california,neutral
457,nisei male born june honolulu hawaii grew honolulu father ran taxi busi serv hawaii territori th infantri japan bomb pearl harbor went mainland train camp mccoy wisconsin transfer militari intellig servic ask help select nisei volunt merril maraud serv interpret merril maraud burma,neutral
458,issei femal born octob fukuda japan grew japan immigr u marri settl portland world war ii remov portland assembl center oregon minidoka concentr camp idaho war return portland,negative
459,nisei male born decemb scottsbluff nebraska famili oper groceri store prior world war ii move stockton california due father ill remov stockton assembl center gila river concentr camp arizona resettl nebraska finish high school draft armi join famili denver colorado complet militari servic,negative
460,sansei femal born septemb sacramento california spent childhood sacramento mother stepfath work strawberri field sent live rel fort lupton colorado mother pas away march unabl return west coast bomb pearl harbor decemb extend famili move colorado voluntari evacu period stepfath younger sister remov jerom concentr camp arkansa renounc citizenship repatri japan attend high school brighton denver colorado marri husband alfr miyagishima work dental assist retir,positive
461,nisei femal born novemb venic california marri venic prior world war ii child day bomb pearl harbor decemb remov santa anita assembl center california jerom concentr camp arkansa transfer famili tule lake concentr camp california becam segreg center leav camp move new jersey work seabrook farm thirti year,negative
462,nisei femal born juli seattl washington spent prewar childhood seattl nihonmachi rais matern grandmoth marri henri miyak issei photograph owner takano studio incarcer puyallup assembl center washington minidoka concentr camp idaho,negative
463,japanes femal born feburari hiroshima japan descend survivor atom bomb father kamikaz pilot world war ii unabl fulfil mission due war end nobuko attend hiroshima jogakuin missionari school establish young woman graduat religi educ iliff school theolog denver colorado master divin doctor ministri school theolog claremont california serv minist number unit methodist church california colorado serv senior pastor harri unit methodist church honolulu hawaii retir launch hous program underprivileg latchkey child hiroshima japan,negative
464,nisei male born novemb termin island california grew termin island father part larg japanes american fish commun follow bomb pearl harbor remov manzanar concentr camp california manzanar join irrig crew took expediton hill surround camp hike fish sign nono socal loyalti questionnair transfer tule lake segreg center,negative
465,nisei male born juli seattl washington wrote social solidar among japanes seattl master thesi publish one first academ work japanes immigr commun incarcer tule lake concentr camp california member evacu resettl studi studi incarcer resettl japanes american world war ii resettl seattl longtim member faculti sociolog univers washington serv chairman depart act dean colleg art scienc,positive
466,nisei male born march pauuilo hawaii join armi decemb assign th infantri battalion transfer militari intellig servic ask help select group volunt linguist serv merril maraud india burma herbert skill interrog japanes prison war merril maraud also serv gener merril person interpret,neutral
467,nisei male born novemb lo angel california grew lo angel father renown photograph toyo miyatak establish photo studio world war ii remov manzanar concentr camp california camp father becam camp photograph war archi miyatak return lo angel eventu took father studio,neutral
468,nisei male born april seattl washington incarcer puyallup assembl center minidoka concentr camp idaho key childhood experi discrimin made selfdescrib independ thinker later influenti figur japanes american commun teenag camp wrote defend essay critic unit state treatment racial minor teacher refus accept paper result fail grade prevent graduat postwar serv u counterintellig corp privi classifi document detail placement spi incarcer camp leav militari work boe compani fought discriminatori workplac practic also one earliest propon redress research plan organ seattl plan first highli develop plan obtain redress u govern wwii incarcer japanes american commun,negative
469,nisei femal born may grew culver citi california parent ran nurseri busi world war ii remov manzanar concentr camp california return california war,neutral
470,nisei femal born may hillsboro oregon parent ran farm world war ii remov portland assembl center oregon instead go incarcer camp move famili nearbi farm labor camp war eventu return oregon,negative
471,nisei male born decemb star lake washington grew renton area later fife washington immigr father began threegener greenhous busi fife follow execut order mizukami famili remov puyallup assembl center washington nicknam camp harmoni later transport minidoka concentr camp idaho serv nd regiment combat team earn purpl heart reloc fife washington marri return familyown greenhous busi serv fife citi council mayor fife seven year receiv order sacr treasur japanes govern,negative
472,nisei femal born portland oregon grew portland parent ran laundri busi manag apart hous bomb pearl harbor father arrest fbi rest famili remov portland assembl center oregon assembl center junko teenag wit firsthand shoot japanes american cook camp guard leav camp went school time milwauke wisconsin move chicago illinoi,negative
473,nisei male born octob seattl washington grew seattl parent own hotel intern district interview discus japanes american hotel ownership earli mid role hotel associ japanes american commun,positive
474,nisei femal born octob seattl washington move lo angel california famili around age six graduat high school attend trade school dressmak japan bomb pearl harbor world war ii remov santa anita assembl center california gila river concentr camp arizona leav camp work year cleveland ohio eventu return lo angel,positive
475,interview brent seto led panel tatsuo nakata friend akemi matsumoto emili momohara joy shigaki arlen oki bill tashima remembr tatsuo nakata charismat nakata leader japanes american mixedrac youth well seattl jacl youngest chapter presid nakata push envelop chapter expand program youth mixedrac wider inclus civil right program nakata craft visionari leadership help chapter realiz polit well moral clout,positive
476,femal japanes mexican ancestri born el paso texa father issei japan mother mexico mari grew sever citi new mexico marri live california war broke identifi japanes ancestri return gallup new mexico,positive
477,nisei male born juli wilmington california grew san pedro california parent oper farm bomb pearl harbor decemb remov famili santa anita assembl center california jerom concentr camp arkansa famili answer nono socal loyalti questionnair transfer tule lake concentr camp leav camp return california,negative
478,nisei male born februari tokyo japan move parent hawaii young age grew honolulu famili held promin posit commun prior bomb pearl harbor parent receiv phone call japan tap fbi u govern misconstru convers decemb pick fbi taken sand island intern camp hawaii crystal citi intern camp texa mr mori eight year old time spent durat world war ii without parent war serv u militari eventu establish career airlin industri,positive
479,nisei femal born novemb long beach california grew gardena area lo angel world war ii remov manzanar concentr camp california leav camp return lo angel area,negative
480,sansei male born novemb san francisco california world war ii remov merc assembl center california amach concentr camp colorado leav camp move utah time eventu return california becom pharmacist serv board japanes american citizen leagu later year becam volunt docent japanes american nation museum lo angel,negative
481,nitengosei niseisansei male born april tacoma washington world war ii incarcer famili tule lake concentr camp california war resettl seattl nihonmachi father reestablish famili busi uwajimaya sell japanes foodstuff item work uwajimaya throughout childhood along seven brother sister prior attend bailey gatzert elementari garfield high school univers washington work boe compani leav help run uwajimaya becom ceo presid uwajimaya addit activ serv hold leadership posit civic social profession organ receiv numer honor award nikkei commun nonnikkei mainstream uwajimaya present largest foodrel japanes american own busi pacif northwest gener million annual gross incom also remain larg famili busi employ six seven sibl key role,positive
482,nisei male born septemb tacoma washington spent childhood fife washington follow bomb pearl harbor remov puyallup assembl center minidoka concentr camp idaho draft armi join nd regiment combat team europ award purpl heart action battl gothic line war briefli resettl fife go east coast attend photographi school work tall camera seattl washington mani year current speak mani school group commun organ wartim experi,negative
483,nisei femal born novemb walnut grove california patern grandpar immigr unit state father grew madera california area marri child time world war ii broke war remov fresno assembl center california jerom concentr camp arkansa jerom close transfer granada amach concentr camp colorado war return sacramento start floral busi teach ikebana japanes flower arrang,negative
484,nisei male born lo angel california grew lo angel area world war ii remov manzanar concentr camp california leav camp live sawtel california time draft armi serv korea live arizona nevada war,positive
485,nisei male born april grew bainbridg island washington famili ran strawberri farm world war ii remov manzanar concentr camp california left camp live chicago new york eventu return bainbridg island,positive
486,nisei male born octob bainbridg island washington bomb pearl harbor remov manzanar concentr camp california left camp work chicago eventu return bainbridg island work washington state ferri forti year retir,neutral
487,nisei male born april heeia hawaii grew villag call fish camp father fisherman wit japan bomb pearl harbor decemb father pick detain fbi sand island intern camp hawaii war earn phd chemistri establish career hawaiian sugar planter associ,neutral
488,sansei femal born philadelphia pennsylvania grew philadelphia attend quaker school move lo angel attend colleg travel variou countri eventu return philadelphia rais famili becam involv japanes american commun event,neutral
489,kibei nisei male born octob stockton california young child sent japan live grandpar attend school return california age eighteen draft u militari discharg armi japan bomb pearl harbor remov tanforan assembl center washington topaz concentr camp utah answer nono socal loyalti questionnair transfer tule lake concentr camp california leav tule lake live maryland florida eventu return california,positive
490,nisei male born octob lo angel california world war ii mother father receiv special dispens delay go santa anita assembl center give birth susumu born famili sent santa anita heart mountain concentr camp wyom later transfer tule lake california leav camp went live seabrook farm new jersey father buddhist priest eventu move chicago illinoi,positive
491,nisei femal born august seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho resettl seattl washington coproprietor higo varieti store seattl intern district sister masako familyown japanes american busi oper sinc,negative
492,nisei male born guadalup california world war ii remov tular assembl center california gila river concentr camp arizona leav camp return sacramento area serv u air forc eventu resettl minnesota,negative
493,sansei femal born june portland oregon father promin pharmacist infant remov famili heart mountain concentr camp wyom leav camp famili resettl st paul minnesota,neutral
494,nisei femal born octob seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho resettl seattl washington coproprietor higo varieti store seattl intern district sister ayako familyown japanes american busi oper sinc,negative
495,sansei femal born march san francisco california parent kibei seattl washington bakersfield california grew san francisco california father sale world war ii remov gila river concentr camp arizona father sign nono socal loyalti questionnair transfer tule lake concentr camp california leav camp return san francisco,neutral
496,nisei male born june nemah washington famili own oper eagl oyster pack compani nahcotta washington incarcer tule lake concentr camp california return nemah follow war famili fight get compani back eventu sold busi coast oyster compani stay manag,positive
497,sansei male born januari florin california grew sacramento california father ran farm bomb pearl harbor return famili florin remov marysvil assembl center california tule lake concentr camp california socal loyalti questionnair transfer jerom concentr camp arkansa heart mountain concentr camp wyom leav camp return florinsacramento area,negative
498,nisei male born januari lo angel california prior world war ii father commun leader help establish first judo dojo lo angel world war ii remov manzanar concentr camp california follow war serv militari korean war eventu return california,positive
499,nisei male born may portland oregon grew portland area parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho left camp attend colleg de moin iowa draft militari militari servic finish colleg return oregon establish career aerospac,negative
500,sansei male born januari tsuyama okayama japan move u famili age nine grew lo angel california graduat ucla involv number civil right movement organ one founder gidra groundbreak asian american public work jess jackson presidenti campaign becam district director congresswoman maxin water cofound ucla asian american studi center littl tokyo servic center also activ numer commun social servic activist organ,positive
501,issei femal born nagano japan marri mr kazuyoshi murayama issei return japan temporarili arrang marriag immigr u august work wealthi famili north dakota settl seattl went back japan return seattl own groceri store husband outsid seattl nihonmachi went back japan return seattl join daughter live seattl sinc receiv u citizenship age time interview mr murayama resid keiro nurs home,positive
502,sansei femal born juli bore oregon small town outsid portland graduat vassar colleg earn law degre northwestern school law lewi clark colleg lead legal team yasui v unit state lawsuit overturn year old convict refus obey exclus order aim japanes american wwii origin upheld u suprem court landmark decis,positive
503,nisei male born june selleck washington grew selleck lumber commun move famili santa monica california world war ii remov manzanar concentr camp california leav camp live time salt lake citi utah return california,positive
504,nisei femal born octob san diego california grew lo feliz california famili ran success flower shop world war ii remov manzanar concentr camp california leav camp eventu return california,positive
505,sansei male born june lo angel california grew littl tokyo boyl height area world war ii remov poston concentr camp arizona becam ordain baptist minist incarcer minist fellow camp inmat lead ecumen worship servic camp left poston attend bethel theolog seminari st paul minnesota follow war resettl lo angel establish japanes baptist church later renam evergreen baptist church appoint first director japanes evangel missionari societi spent eight year pastor makiki church honolulu return mainland earn doctor degre rel school theolog claremont california author thesi japanes american ident ethnic plural christian spent fifteen year pastor japanes baptist church seattl washington taught american baptist seminari west berkeley california serv director council pacif asian theolog oakland california present ministeratlargenorthern california japanes american church feder,positive
506,born august lima peru parent ran laundri busi father promin commun leader world war ii fbi arrest georg father entir famili place ship sent depart justic camp crystal citi texa leav camp famili allow return peru move san francisco help sponsorship shinto church reverend becam involv numer activ boy scout basketbal draft armi serv germani,negative
507,born may callao peru spent earli childhood peru parent ran laundri busi father promin commun leader world war ii fbi arrest jimmi father entir famili place ship sent depart justic camp crystal citi texa leav camp famili allow return peru move san francisco help sponsorship shinto church reverend,negative
508,born juli callao peru world war ii parent ran laundri busi father promin commun leader kazumu still infant fbi arrest father sent entir famili depart justic camp crystal citi texa leav camp famili allow return peru move san francisco help sponsorship shinto church reverend kazumu establish success design firm,positive
509,sansei male born octob santa monica california rais berkeley california father work salesman remov tanforan assembl center california topaz concentr camp utah mother difficult time camp famili one last leav topaz resettl salt lake citi sister sent st ann orphanag one year attend west high school univers utah receiv master degre commerci design oper success graphic design firm salt lake citi retir,negative
510,sansei male born august chicago illinoi spent earli life chicago famili move lo angel california father work defens industri join u marin corp serv vietnam war return vietnam join grassroot commun organ known yellow brotherhood found asian movement militari outreach ammo organ bring veteran gi asian american antiwar movement,negative
511,nisei male born april san diego california grew termin island california father fisherman world war ii remov famili santa anita assembl center california heart mountain concentr camp wyom famili transfer tule lake respons father answer socal loyalti questionnair turn eighteen tule lake also sign nono questionnair renounc u citizenship sent fort lincoln bismarck intern camp north dakota go japan reunit famili live japan number year take job u armi volunt u air forc eventu regain citizenship return u,positive
512,nisei femal born novemb montebello california grew montebello father ran wholesal nurseri busi world war ii remov famili pomona assembl center manzanar concentr camp california leav camp attend ucla return california establish nurseri busi,negative
513,nisei male born decemb portland oregon grew portland father ran store bomb pearl harbor famili took advantag voluntari evacu period move salt lake citi mr naito attend utah serv militari intellig war return portland establish success import busi,positive
514,nisei femal born august petaluma california world war ii remov merc assembl center california granada concentr camp colorado follow world war ii establish career teacher hawaii california,negative
515,nisei male born januari lo angel california grew azusa california parent ran farm world war ii remov pomona assembl center california heart mountain concentr camp wyom gila river concentr camp arizona return azusa leav camp work forest servic,negative
516,nisei male born march seattl washington grew kent washington parent ran farm move south bend washington work new washington oyster compani world war ii remov pinedal assembl center california soon left work farm utah amalgam sugar compani draft militari serv counterintellig corp japan u occup return home reestablish oyster farm south bend,positive
517,nisei femal born februari seattl washington spent prewar childhood seattl incarcer puyallup assembl center washington minidoka concentr camp idaho crystal citi intern camp texa postwar year becam teacher princip multicultur specialist washington state superintend offic public instruct develop direct japanes american cultur heritag program rainbow program one first multiethn educ program countri,positive
518,sansei male born februari lo angel california graduat ucla pacif school religion berkeley serv pastor sacramento west lo angel appoint senior minist centenari unit methodist church lo angel,neutral
519,nisei femal born march portland oregon lost mother earli age help take care famili world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp work war reloc author offic help return confisc properti japanes american return portland move south bend washington marriag oyster farmer,negative
520,nisei male born decemb missoula montana spent earli part childhood montana parent ran farm move famili seattl washington finish school attend univers washington move lo angel area work world war ii remov poston concentr camp arizona leav camp work chicago wisconsin eventu return lo angel,negative
521,nisei male born decemb seattl washington grew seattl third grade mass remov puyallup assembl center washington move famili minidoka concentr camp idaho return seattl attend middl high school found lifelong job osborn ulland retail sport good store eventu becom manag,positive
522,nisei femal born may auburn washington mother die young age adopt aunt famili grew washington state move fresno california marri child world war ii remov fresno assembl center california jerom concentr camp arkansa leav camp move chicago return fresno,neutral
523,nisei male born may moneta california grew garden grove area parent ran farm taken japan live young child age ten world war ii remov manzanar concentr camp caliifornia leav camp serv militari korean war,positive
524,nisei femal born februari lo angel california grew lo angel world war ii remov manzanar concentr camp california leav camp live time colorado return california war becam teacher artist,positive
525,nisei femal born march obrien washington grew auburnk area washington parent ran farm groceri store world war ii remov pinedal assembl center california tule lake concentr camp california leav camp settl ontario oregon,negative
526,niseisansei male born juli venic california world war ii remov manzanar concentr camp california leav camp live time denver return lo angel war becam pioneer filmmak founder visual commun oldest communitybas medium art center unit state along wife karen ishizuka found medium art center japanes american nation museum,negative
527,nisei male born juli san francisco california grew sacramento graduat uc berkeley world war ii remov tule lake concentr camp california voluntarili stay tule lake design segreg center work legal aid offic assist attorney wayn collin file case restor u citizenship nisei renounc citizenship govern duress,positive
528,nisei male born june rosemead california grew rosemead area world war ii remov tular assembl center california gila river concentr camp arizona left camp live de moin iowa time draft militari serv europ nd regiment combat team war return california becam teacher artist,positive
529,shinissei male born septemb hyogo japan grew japan parent farm world war ii exempt draft due higher educ statu attend doshisha univers kyoto learn english influenti missionari move unit state attend lehigh univers pennsylvania studi univers chicago nobel laureat dr charl huggin earn numer patent groundbreak cancer research,positive
530,nisei male born march honolulu hawaii incarcer jerom concentr camp arkansa resettl gardena california member littl tokyo peopl right organ ltpro nation coalit redressrepar ncrr,positive
531,sansei male born novemb lo angel california world war ii remov santa anita assembl center california jerom concentr camp arkansa transfer tule lake concentr camp california result parent answer socal loyalti questionnair leav camp return california attend school serv california air nation guard earn master educ becam teacher elect california state legislatur appoint speaker januari serv democract caucu chair becam one highestrank asian american state legislatur,positive
532,nisei male born june lo angel california grew lo angel father ran groceri store small farm bomb pearl harbor remov manzanar concentr camp california train militari intellig servic languag school,negative
533,sansei male born middl son yaeko nakano,neutral
534,nisei male born novemb honolulu hawaii grew honolulu nine year old japan bomb pearl harbor father arrest fbi famili went concentr camp jerom arkansa reunit transfer tule lake california follow socal loyalti questionnair war return honolulu move mainland attend law school eventu return perman hawaii rais child,positive
535,sansei male born novemb tule lake concentr camp california oldest son yaeko nakano,neutral
536,sansei femal born april honolulu hawaii grew hawaii famili ran success wholesal bakeri busi follow bomb pearl harbor father pick fbi sent sand island intern camp move rest famili jerom concentr camp arkansa reunit father move short time heart mountain concentr camp wyom jerom close return hawaii marri move chicago illinoi eventu move lo angel along husband bert nakano becam activ redress movement help establish nation coalit redress repar,positive
537,sansei male born youngest son yaeko nakano,neutral
538,sansei femal born august suooshima yamaguchi japan live year old grew tacoma washington world war ii incarcer pinedal assembl center california tule lake concentr camp california tule lake husband marri oldest son kenichi later born hiroshi born stanley born nakano famili almost repatri back japan perman resettl fife washington,positive
539,nisei male born august bainbridg island washington part first group japanes american remov incarcer manzanar concentr camp california minidoka concentr camp idaho marri still minidoka return bainbridg island war,positive
540,nisei femal born decemb bainbridg island washington bomb pearl harbor remov famili manzanar concentr camp california later transfer minidoka concentr camp idaho marri minidoka return bainbridg island world war ii,neutral
541,nisei femal born novemb salina california grew salinass japantown commun move variou town california bomb pearl harbor remov poston concentr camp colorado left camp famili denver colorado return california establish mandarin restaur san jose japantown,neutral
542,kibei femal born spokan washington went japan age twelv mother sister visit rel gain japanes educ japan world war ii broke remain durat war return unit state soon war end marri japanes american u navi serviceman soon wed sent oversea serv japan eventu settl seattl washington interview focus experi american live japan war,positive
543,nisei femal born novemb florin california grew florin parent ran farm world war ii remov fresno assembl center california jerom concentr camp arkansa granada amach concentr camp colorado leav camp live work time utah eventu return fresno,positive
544,nisei male born januari portland oregon grew portland parent ran hotel busi world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return famili portland,negative
545,nisei male born march bainbridg island washington prior world war ii parent oper barber shop farm groceri store remov manzanar concentr camp california left camp live illinoi eventu return bainbridg island,positive
546,interview brent seto led panel tatsuo nakata friend akemi matsumoto emili momohara joy shigaki arlen oki bill tashima remembr tatsuo nakata charismat nakata leader japanes american mixedrac youth well seattl jacl youngest chapter presid nakata push envelop chapter expand program youth mixedrac wider inclus civil right program nakata craft visionari leadership help chapter realiz polit well moral clout,positive
547,sansei male born septemb poston concentr camp arizona leav camp parent move work seabrook farm new jersey masaru grew seabrook famili work becam involv civil right movement work student nonviol coordin committe american friend servic committe serv board seabrook educ cultur center,positive
548,nisei male born april lo angel california grew boyl height area lo angel world war ii remov santa anita assembl center california rohwer concentr camp arkansa leav camp live famili burbank trailer camp return lo angel establish career japanes american newspap rafu shimpo,positive
549,nisei femal born may seattl washington spent brief time japan young child return seattl work clerk seattl school district onset world war ii forc resign pressur parent group remov famili puyallup assembl center washington minidoka concentr camp idaho move chicago leav camp eventu return seattl took part redress movement help obtain redress japanes american seattl school district clerk wrongli lost job,negative
550,sansei male born decemb oakland california grew alameda california parent florist busi immedi bomb pearl harbor japanes american forc leav alameda famili split move oakland remov tanforan assembl center california topaz concentr camp utah leav camp temporarili live buddhist templ oakland return alameda father work garden landscap kenneth attend school alameda graduat busi school work mitsui compani san francisco,positive
551,nisei femal born april hood river oregon grew portland oregon world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return portland becam artist,negative
552,nisei femal born april richmond california grew richmond grandfath establish flower nurseri busi world war ii remov amach concentr camp colorado return richmond resum famili busi war,neutral
